Pipeline,Sequence,ParseSequence,Parent,Depth,Activity,ActivityType,Role,IntegrationRuntime,Dataset,DataFlow,LinkedPipeline,SourceTable,SinkTable,SourceSQL,SinkSQL,SQL,Tables,Columns,StoredProcedure,FilePath,Parameters,Dependencies,DependencyConditions,ValuesInfo,Description,Timeout,RetryCount,RetryInterval,SecureInput,SecureOutput,UserProperties,State,ExecutionStage,HasDependsOn,DependsOnCount,CycleFlag,Triggers
PL_Load_SFDC_Task,2,2,,0,CD_IncrementalRecords,Copy,SalesforceSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_SALESFORCE_PROD | OUT:DS_ADLS_GEN2_MultiParam_COPY,,,Account,,@variables('SourceQuery'),,@variables('SourceQuery'),,,,,"V:FileName, V:SourceQuery","Set StagingQuery(Succeeded), Set SourceQuery(Succeeded)","Succeeded, Succeeded",Staging:LS_ADLS | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,4,Yes,55,No,
PL_Load_SFDC_Task,3,3,,0,ArchiveIncrLoad,Copy,DelimitedTextSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_GEN2_MultiParam_COPY | OUT:DS_ADLS_GEN2_MultiParam_COPY,,,,,,,,,,,,"V:ArchiveFileName, V:ArchiveFolder, V:FileName",CD_IncrementalRecords(Succeeded),Succeeded,TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,5,Yes,32,No,
PL_Load_SFDC_Task,4,4,,0,Delete File,Delete,Delete Data,AutoResolveIR,DS_ADLS_GEN2_MultiParam_COPY,,,,,,,,,,,,V:FileName,"ArchiveIncrLoad(Succeeded), CD_Synapse_staging(Succeeded)","Succeeded, Succeeded",Delete file/folder,,7.00:00:00,0,30,No,No,,Enabled,6,Yes,57,No,
PL_Load_SFDC_Task,5,5,,0,Set TableName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,,,TableName = Task,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Load_SFDC_Task,6,6,,0,Set FileName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"FileName = @concat(variables('TableName'),'.csv')",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_Task,7,7,,0,Set ArchiveFileName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"ArchiveFileName = @concat(variables('TableName'),'_',formatDateTime(utcnow(), 'yyyyMMddHHmmss'),'.csv')",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_Task,8,8,,0,Set ArchiveFolder,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"ArchiveFolder = @concat('salesforce/Archive/',variables('TableName'),'/',formatDateTime(utcnow(), 'yyyy/MMMM'))",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_Task,9,9,,0,CD_Synapse_staging,Copy,DelimitedTextSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_GEN2_MultiParam_COPY | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,"truncate table dt.@{concat('SFDC_',variables('TableName'))}","-- PRE-COPY SCRIPT:
truncate table dt.@{concat('SFDC_',variables('TableName'))}",,,,,V:FileName,CD_IncrementalRecords(Succeeded),Succeeded,Staging:LS_ADLS | SINK:[PreCopyScript:Yes],,0.12:00:00,0,30,No,No,,Enabled,5,Yes,32,No,
PL_Load_SFDC_Task,10,10,,0,CD_Synapse_ReportingTable,Copy,SqlDWSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ASA_Generic | OUT:DS_ASA_Generic,,,@dataset:p_Schema.@dataset:p_Table,@dataset:p_Schema.@dataset:p_Table,@variables('StagingQuery'),,@variables('StagingQuery'),,,,,V:StagingQuery,CD_Synapse_staging(Succeeded),Succeeded,Staging:LS_ADLS | SRC:[QueryTimeout:02:00:00] | SINK:[UpsertKeys:[Id]] | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,6,Yes,29,No,
PL_Load_SFDC_Task,11,11,,0,Set SourceQuery,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,OLD_WATERMARK(Succeeded),Succeeded,"SourceQuery = SELECT AccountId
      ,ActivityDate
      ,ANI__c
      ,Brand__c
      ,Call_Driver__c
      ,Call",,,0,30,No,No,,Enabled,3,Yes,24,No,
PL_Load_SFDC_Task,12,12,,0,Set StagingQuery,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,OLD_WATERMARK(Succeeded),Succeeded,"StagingQuery = SELECT [AccountId]
      ,[ActivityDate]
      ,[ANI__c]
      ,[Brand__c]
      ,[Call_Driver__c]
 ",,,0,30,No,No,,Enabled,3,Yes,24,No,
PL_Load_SFDC_Case,1,1,,0,OLD_WATERMARK,Lookup,Query,AutoResolveIR,,,,,,,,"SELECT isnull(MAX([LastModifiedDate]),'1990-01-01') LUD FROM [dr].[@{concat('SFDC_',variables('TableName'))}]",,,,,,"Set ArchiveFolder(Succeeded), Set ArchiveFileName(Succeeded), Set FileName(Succeeded)","Succeeded, Succeeded, Succeeded",FirstRowOnly: True,,0.12:00:00,0,30,No,No,,Enabled,2,Yes,85,No,
PL_Load_SFDC_Case,2,2,,0,CD_IncrementalRecords,Copy,SalesforceSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_SALESFORCE_PROD | OUT:DS_ADLS_GEN2_MultiParam_COPY,,,Account,,@variables('SourceQuery'),,@variables('SourceQuery'),,,,,"V:FileName, V:SourceQuery","Set StagingQuery(Succeeded), Set SourceQuery(Succeeded)","Succeeded, Succeeded",Staging:LS_ADLS | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,4,Yes,55,No,
PL_Load_SFDC_Case,3,3,,0,ArchiveIncrLoad,Copy,DelimitedTextSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_GEN2_MultiParam_COPY | OUT:DS_ADLS_GEN2_MultiParam_COPY,,,,,,,,,,,,"V:ArchiveFileName, V:ArchiveFolder, V:FileName",CD_IncrementalRecords(Succeeded),Succeeded,TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,5,Yes,32,No,
PL_Load_SFDC_Case,4,4,,0,Delete File,Delete,Delete Data,AutoResolveIR,DS_ADLS_GEN2_MultiParam_COPY,,,,,,,,,,,,V:FileName,"ArchiveIncrLoad(Succeeded), CD_Synapse_staging(Succeeded)","Succeeded, Succeeded",Delete file/folder,,7.00:00:00,0,30,No,No,,Enabled,6,Yes,57,No,
PL_Load_SFDC_Case,5,5,,0,Set TableName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,,,TableName = Case,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Load_SFDC_Case,6,6,,0,Set FileName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"FileName = @concat(variables('TableName'),'.csv')",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_Case,7,7,,0,Set ArchiveFileName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"ArchiveFileName = @concat(variables('TableName'),'_',formatDateTime(utcnow(), 'yyyyMMddHHmmss'),'.csv')",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_Case,8,8,,0,Set ArchiveFolder,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"ArchiveFolder = @concat('salesforce/Archive/',variables('TableName'),'/',formatDateTime(utcnow(), 'yyyy/MMMM'))",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_Case,9,9,,0,CD_Synapse_staging,Copy,DelimitedTextSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_GEN2_MultiParam_COPY | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,"truncate table dt.@{concat('SFDC_',variables('TableName'))}","-- PRE-COPY SCRIPT:
truncate table dt.@{concat('SFDC_',variables('TableName'))}",,,,,V:FileName,CD_IncrementalRecords(Succeeded),Succeeded,Staging:LS_ADLS | SINK:[PreCopyScript:Yes],,0.12:00:00,0,30,No,No,,Enabled,5,Yes,32,No,
PL_Load_SFDC_Case,10,10,,0,CD_Synapse_ReportingTable,Copy,SqlDWSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ASA_Generic | OUT:DS_ASA_Generic,,,@dataset:p_Schema.@dataset:p_Table,@dataset:p_Schema.@dataset:p_Table,@variables('StagingQuery'),,@variables('StagingQuery'),,,,,V:StagingQuery,CD_Synapse_staging(Succeeded),Succeeded,Staging:LS_ADLS | SRC:[QueryTimeout:02:00:00] | SINK:[UpsertKeys:[Id]] | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,6,Yes,29,No,
PL_Load_SFDC_Case,11,11,,0,Set SourceQuery,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,OLD_WATERMARK(Succeeded),Succeeded,"SourceQuery = SELECT AccountId
      ,ActiveWorkingUser__c
      ,Admin_Tool_Sync_at__c
      ,Admitted_to_hospita",,,0,30,No,No,,Enabled,3,Yes,24,No,
PL_Load_SFDC_Case,12,12,,0,Set StagingQuery,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,OLD_WATERMARK(Succeeded),Succeeded,"StagingQuery = SELECT [AccountId]
      ,[ActiveWorkingUser__c]
      ,[Admin_Tool_Sync_at__c]
      ,[Admitted_to_",,,0,30,No,No,,Enabled,3,Yes,24,No,
PL_Load_SFDC_Order_Lines,1,1,,0,OLD_WATERMARK,Lookup,Query,AutoResolveIR,,,,,,,,"SELECT isnull(MAX([LastModifiedDate]),'1990-01-01') LUD FROM [dr].[@{concat('SFDC_',variables('TableName'))}]",,,,,,"Set ArchiveFolder(Succeeded), Set ArchiveFileName(Succeeded), Set FileName(Succeeded)","Succeeded, Succeeded, Succeeded",FirstRowOnly: True,,0.12:00:00,0,30,No,No,,Enabled,2,Yes,85,No,
PL_Load_SFDC_Order_Lines,2,2,,0,CD_IncrementalRecords,Copy,SalesforceSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_SALESFORCE_PROD | OUT:DS_ADLS_GEN2_MultiParam_COPY,,,Account,,@variables('SourceQuery'),,@variables('SourceQuery'),,,,,"V:FileName, V:SourceQuery","Set StagingQuery(Succeeded), Set SourceQuery(Succeeded)","Succeeded, Succeeded",Staging:LS_ADLS | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,4,Yes,55,No,
PL_Load_SFDC_Order_Lines,3,3,,0,ArchiveIncrLoad,Copy,DelimitedTextSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_GEN2_MultiParam_COPY | OUT:DS_ADLS_GEN2_MultiParam_COPY,,,,,,,,,,,,"V:ArchiveFileName, V:ArchiveFolder, V:FileName",CD_IncrementalRecords(Succeeded),Succeeded,TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,5,Yes,32,No,
PL_Load_SFDC_Order_Lines,4,4,,0,Delete File,Delete,Delete Data,AutoResolveIR,DS_ADLS_GEN2_MultiParam_COPY,,,,,,,,,,,,V:FileName,"ArchiveIncrLoad(Succeeded), CD_Synapse_staging(Succeeded)","Succeeded, Succeeded",Delete file/folder,,7.00:00:00,0,30,No,No,,Enabled,6,Yes,57,No,
PL_Load_SFDC_Order_Lines,5,5,,0,Set TableName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,,,TableName = Order_Line_Items__c,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Load_SFDC_Order_Lines,6,6,,0,Set FileName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"FileName = @concat(variables('TableName'),'.csv')",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_Order_Lines,7,7,,0,Set ArchiveFileName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"ArchiveFileName = @concat(variables('TableName'),'_',formatDateTime(utcnow(), 'yyyyMMddHHmmss'),'.csv')",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_Order_Lines,8,8,,0,Set ArchiveFolder,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"ArchiveFolder = @concat('salesforce/Archive/',variables('TableName'),'/',formatDateTime(utcnow(), 'yyyy/MMMM'))",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_Order_Lines,9,9,,0,CD_Synapse_staging,Copy,DelimitedTextSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_GEN2_MultiParam_COPY | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,"truncate table dt.@{concat('SFDC_',variables('TableName'))}","-- PRE-COPY SCRIPT:
truncate table dt.@{concat('SFDC_',variables('TableName'))}",,,,,V:FileName,CD_IncrementalRecords(Succeeded),Succeeded,Staging:LS_ADLS | SINK:[PreCopyScript:Yes],,0.12:00:00,0,30,No,No,,Enabled,5,Yes,32,No,
PL_Load_SFDC_Order_Lines,10,10,,0,CD_Synapse_ReportingTable,Copy,SqlDWSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ASA_Generic | OUT:DS_ASA_Generic,,,@dataset:p_Schema.@dataset:p_Table,@dataset:p_Schema.@dataset:p_Table,@variables('StagingQuery'),,@variables('StagingQuery'),,,,,V:StagingQuery,CD_Synapse_staging(Succeeded),Succeeded,Staging:LS_ADLS | SRC:[QueryTimeout:02:00:00] | SINK:[UpsertKeys:[Id]] | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,6,Yes,29,No,
PL_Load_SFDC_Order_Lines,11,11,,0,Set SourceQuery,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,OLD_WATERMARK(Succeeded),Succeeded,"SourceQuery = SELECT  Id, IsDeleted, Name, CreatedDate, LastModifiedDate, Order__c, Discount__c, Final_Price__c, I",,,0,30,No,No,,Enabled,3,Yes,24,No,
PL_Load_SFDC_Order_Lines,12,12,,0,Set StagingQuery,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,OLD_WATERMARK(Succeeded),Succeeded,"StagingQuery = SELECT [Id]
      ,[IsDeleted]
      ,[Name]
      ,[CreatedDate]
      ,[LastModifiedDate]
      ,[",,,0,30,No,No,,Enabled,3,Yes,24,No,
PL_Load_SFDC_User,1,1,,0,OLD_WATERMARK,Lookup,Query,AutoResolveIR,,,,,,,,"SELECT isnull(MAX([LastModifiedDate]),'1990-01-01') LUD FROM [dr].[@{concat('SFDC_',variables('TableName'))}]",,,,,,"Set ArchiveFolder(Succeeded), Set ArchiveFileName(Succeeded), Set FileName(Succeeded)","Succeeded, Succeeded, Succeeded",FirstRowOnly: True,,0.12:00:00,0,30,No,No,,Enabled,2,Yes,85,No,
PL_Load_SFDC_User,2,2,,0,CD_IncrementalRecords,Copy,SalesforceSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_SALESFORCE_PROD | OUT:DS_ADLS_GEN2_MultiParam_COPY,,,Account,,@variables('SourceQuery'),,@variables('SourceQuery'),,,,,"V:FileName, V:SourceQuery","Set StagingQuery(Succeeded), Set SourceQuery(Succeeded)","Succeeded, Succeeded",Staging:LS_ADLS | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,4,Yes,55,No,
PL_Load_SFDC_User,3,3,,0,ArchiveIncrLoad,Copy,DelimitedTextSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_GEN2_MultiParam_COPY | OUT:DS_ADLS_GEN2_MultiParam_COPY,,,,,,,,,,,,"V:ArchiveFileName, V:ArchiveFolder, V:FileName",CD_IncrementalRecords(Succeeded),Succeeded,TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,5,Yes,32,No,
PL_Load_SFDC_User,4,4,,0,Delete File,Delete,Delete Data,AutoResolveIR,DS_ADLS_GEN2_MultiParam_COPY,,,,,,,,,,,,V:FileName,"ArchiveIncrLoad(Succeeded), CD_Synapse_staging(Succeeded)","Succeeded, Succeeded",Delete file/folder,,7.00:00:00,0,30,No,No,,Enabled,6,Yes,57,No,
PL_Load_SFDC_User,5,5,,0,Set TableName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,,,TableName = User,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Load_SFDC_User,6,6,,0,Set FileName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"FileName = @concat(variables('TableName'),'.csv')",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_User,7,7,,0,Set ArchiveFileName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"ArchiveFileName = @concat(variables('TableName'),'_',formatDateTime(utcnow(), 'yyyyMMddHHmmss'),'.csv')",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_User,8,8,,0,Set ArchiveFolder,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"ArchiveFolder = @concat('salesforce/Archive/',variables('TableName'),'/',formatDateTime(utcnow(), 'yyyy/MMMM'))",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_User,9,9,,0,CD_Synapse_staging,Copy,DelimitedTextSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_GEN2_MultiParam_COPY | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,"truncate table dt.@{concat('SFDC_',variables('TableName'))}","-- PRE-COPY SCRIPT:
truncate table dt.@{concat('SFDC_',variables('TableName'))}",,,,,V:FileName,CD_IncrementalRecords(Succeeded),Succeeded,Staging:LS_ADLS | SINK:[PreCopyScript:Yes],,0.12:00:00,0,30,No,No,,Enabled,5,Yes,32,No,
PL_Load_SFDC_User,10,10,,0,CD_Synapse_ReportingTable,Copy,SqlDWSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ASA_Generic | OUT:DS_ASA_Generic,,,@dataset:p_Schema.@dataset:p_Table,@dataset:p_Schema.@dataset:p_Table,@variables('StagingQuery'),,@variables('StagingQuery'),,,,,V:StagingQuery,CD_Synapse_staging(Succeeded),Succeeded,Staging:LS_ADLS | SRC:[QueryTimeout:02:00:00] | SINK:[UpsertKeys:[Id]] | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,6,Yes,29,No,
PL_Load_SFDC_User,11,11,,0,Set SourceQuery,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,OLD_WATERMARK(Succeeded),Succeeded,"SourceQuery = SELECT AboutMe
      ,AccountId
      ,Alias
      ,BadgeText
      ,BannerPhotoUrl
      ,Call_Obje",,,0,30,No,No,,Enabled,3,Yes,24,No,
PL_Load_SFDC_User,12,12,,0,Set StagingQuery,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,OLD_WATERMARK(Succeeded),Succeeded,"StagingQuery = SELECT [AboutMe]
      ,[AccountId]
      ,[Alias]
      ,[BadgeText]
      ,[BannerPhotoUrl]
      ",,,0,30,No,No,,Enabled,3,Yes,24,No,
PL_Load_SFDC_UserRole,1,1,,0,OLD_WATERMARK,Lookup,Query,AutoResolveIR,,,,,,,,"SELECT isnull(MAX([LastModifiedDate]),'1990-01-01') LUD FROM [dr].[@{concat('SFDC_',variables('TableName'))}]",,,,,,"Set ArchiveFolder(Succeeded), Set ArchiveFileName(Succeeded), Set FileName(Succeeded)","Succeeded, Succeeded, Succeeded",FirstRowOnly: True,,0.12:00:00,0,30,No,No,,Enabled,2,Yes,85,No,
PL_Load_SFDC_UserRole,2,2,,0,CD_IncrementalRecords,Copy,SalesforceSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_SALESFORCE_PROD | OUT:DS_ADLS_GEN2_MultiParam_COPY,,,Account,,@variables('SourceQuery'),,@variables('SourceQuery'),,,,,"V:FileName, V:SourceQuery","Set StagingQuery(Succeeded), Set SourceQuery(Succeeded)","Succeeded, Succeeded",Staging:LS_ADLS | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,4,Yes,55,No,
PL_Load_SFDC_UserRole,3,3,,0,ArchiveIncrLoad,Copy,DelimitedTextSource→DelimitedTextSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_GEN2_MultiParam_COPY | OUT:DS_ADLS_GEN2_MultiParam_COPY,,,,,,,,,,,,"V:ArchiveFileName, V:ArchiveFolder, V:FileName",CD_IncrementalRecords(Succeeded),Succeeded,TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,5,Yes,32,No,
PL_Load_SFDC_UserRole,4,4,,0,Delete File,Delete,Delete Data,AutoResolveIR,DS_ADLS_GEN2_MultiParam_COPY,,,,,,,,,,,,V:FileName,"ArchiveIncrLoad(Succeeded), CD_Synapse_staging(Succeeded)","Succeeded, Succeeded",Delete file/folder,,7.00:00:00,0,30,No,No,,Enabled,6,Yes,57,No,
PL_Load_SFDC_UserRole,5,5,,0,Set TableName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,,,TableName = UserRole,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Load_SFDC_UserRole,6,6,,0,Set FileName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"FileName = @concat(variables('TableName'),'.csv')",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_UserRole,7,7,,0,Set ArchiveFileName,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"ArchiveFileName = @concat(variables('TableName'),'_',formatDateTime(utcnow(), 'yyyyMMddHHmmss'),'.csv')",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_UserRole,8,8,,0,Set ArchiveFolder,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,Set TableName(Succeeded),Succeeded,"ArchiveFolder = @concat('salesforce/Archive/',variables('TableName'),'/',formatDateTime(utcnow(), 'yyyy/MMMM'))",,,0,30,No,No,,Enabled,1,Yes,24,No,
PL_Load_SFDC_UserRole,9,9,,0,CD_Synapse_staging,Copy,DelimitedTextSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ADLS_GEN2_MultiParam_COPY | OUT:DS_ASA_Generic,,,,@dataset:p_Schema.@dataset:p_Table,,"truncate table dt.@{concat('SFDC_',variables('TableName'))}","-- PRE-COPY SCRIPT:
truncate table dt.@{concat('SFDC_',variables('TableName'))}",,,,,V:FileName,CD_IncrementalRecords(Succeeded),Succeeded,Staging:LS_ADLS | SINK:[PreCopyScript:Yes],,0.12:00:00,0,30,No,No,,Enabled,5,Yes,32,No,
PL_Load_SFDC_UserRole,10,10,,0,CD_Synapse_ReportingTable,Copy,SqlDWSource→SqlDWSink,nsus-dv-nhscbi-dh-usea-azir,IN:DS_ASA_Generic | OUT:DS_ASA_Generic,,,@dataset:p_Schema.@dataset:p_Table,@dataset:p_Schema.@dataset:p_Table,@variables('StagingQuery'),,@variables('StagingQuery'),,,,,V:StagingQuery,CD_Synapse_staging(Succeeded),Succeeded,Staging:LS_ADLS | SRC:[QueryTimeout:02:00:00] | SINK:[UpsertKeys:[Id]] | TypeConversion:[AllowTruncation],,0.12:00:00,0,30,No,No,,Enabled,6,Yes,29,No,
PL_Load_SFDC_UserRole,11,11,,0,Set SourceQuery,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,OLD_WATERMARK(Succeeded),Succeeded,"SourceQuery = SELECT CaseAccessForAccountOwner
      ,ContactAccessForAccountOwner
      ,DeveloperName
      ,For",,,0,30,No,No,,Enabled,3,Yes,24,No,
PL_Load_SFDC_UserRole,12,12,,0,Set StagingQuery,SetVariable,Set Var,AutoResolveIR,,,,,,,,,,,,,,OLD_WATERMARK(Succeeded),Succeeded,"StagingQuery = SELECT [CaseAccessForAccountOwner]
      ,[ContactAccessForAccountOwner]
      ,[DeveloperName]
    ",,,0,30,No,No,,Enabled,3,Yes,24,No,
PL_Update_Salesforce_Tables,1,1,,0,PL_Load_SFDC_Account,ExecutePipeline,Execute: PL_Load_SFDC_Account,AutoResolveIR,,,PL_Load_SFDC_Account,,,,,,,,,,,,,WaitOnCompletion: True,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Update_Salesforce_Tables,2,2,,0,PL_Load_SFDC_Address__c,ExecutePipeline,Execute: PL_Load_SFDC_Address__c,AutoResolveIR,,,PL_Load_SFDC_Address__c,,,,,,,,,,,,,WaitOnCompletion: True,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Update_Salesforce_Tables,3,3,,0,PL_Load_SFDC_Allowance__c,ExecutePipeline,Execute: PL_Load_SFDC_Allowance__c,AutoResolveIR,,,PL_Load_SFDC_Allowance__c,,,,,,,,,,,,,WaitOnCompletion: True,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Update_Salesforce_Tables,4,4,,0,PL_Load_SFDC_Case,ExecutePipeline,Execute: PL_Load_SFDC_Case,AutoResolveIR,,,PL_Load_SFDC_Case,,,,,,,,,,,,,WaitOnCompletion: True,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Update_Salesforce_Tables,5,5,,0,PL_Load_SFDC_Case_History__c,ExecutePipeline,Execute: PL_Load_SFDC_Case_History__c,AutoResolveIR,,,PL_Load_SFDC_Case_History__c,,,,,,,,,,,,,WaitOnCompletion: True,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Update_Salesforce_Tables,6,6,,0,PL_Load_SFDC_Contact,ExecutePipeline,Execute: PL_Load_SFDC_Contact,AutoResolveIR,,,PL_Load_SFDC_Contact,,,,,,,,,,,,,WaitOnCompletion: True,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Update_Salesforce_Tables,7,7,,0,PL_Load_SFDC_Direct_Mail_Result_c,ExecutePipeline,Execute: PL_Load_SFDC_Direct_Mail_Resul,AutoResolveIR,,,PL_Load_SFDC_Direct_Mail_Result_c,,,,,,,,,,,,,WaitOnCompletion: True,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Update_Salesforce_Tables,8,8,,0,PL_Load_SFDC_Item__c,ExecutePipeline,Execute: PL_Load_SFDC_Item__c,AutoResolveIR,,,PL_Load_SFDC_Item__c,,,,,,,,,,,,,WaitOnCompletion: True,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Update_Salesforce_Tables,9,9,,0,PL_Load_SFDC_Order_Lines,ExecutePipeline,Execute: PL_Load_SFDC_Order_Lines,AutoResolveIR,,,PL_Load_SFDC_Order_Lines,,,,,,,,,,,,,WaitOnCompletion: True,,,0,30,No,No,,Enabled,0,No,0,No,
PL_Update_Salesforce_Tables,10,10,,0,PL_Load_SFDC_Orders,ExecutePipeline,Execute: PL_Load_SFDC_Orders,AutoResolveIR,,,PL_Load_SFDC_Orders,,,,,,,,,,,,,WaitOnCompletion: True,,,0,30,No,No,,Enabled,0,No,0,No,
